City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
174,Puerto Carreno,CO,6.189,-67.4859,82.38,78,20,2.3,few clouds
175,Maniitsoq,GL,65.4167,-52.9,32.83,98,100,31.83,snow
176,Kaitangata,NZ,-46.2817,169.8464,48.38,75,96,15.23,overcast clouds
177,Ewo,CG,-0.8725,14.8206,73.98,87,100,4.81,overcast clouds
178,Saldanha,ZA,-33.0117,17.9442,51.85,89,73,2.01,broken clouds
179,Cabo San Lucas,MX,22.8909,-109.9124,84.61,42,0,10.36,clear sky
180,Aguimes,ES,27.9054,-15.4461,66.83,68,75,23.02,broken clouds
181,Adre,TD,13.4667,22.2,83.61,17,56,11.12,broken clouds
182,Tateyama,JP,34.9833,139.8667,66.65,86,6,8.61,clear sky
183,Turukhansk,RU,65.8167,87.9833,53.29,75,89,6.76,overcast clouds
184,Daru,PG,-9.0763,143.2092,82.47,77,46,13.71,scattered clouds
185,Deshnok,IN,27.7986,73.3447,83.8,46,0,20.92,clear sky
186,Pangnirtung,CA,66.1451,-65.7125,29.79,96,94,5.21,overcast clouds
187,Morro Bay,US,35.3658,-120.8499,92.28,55,17,8.99,few clouds
188,Port Macquarie,AU,-31.4333,152.9167,57.88,87,100,5.77,overcast clouds
189,Parabel,RU,58.6978,81.4825,54.3,79,75,15.01,light rain
190,Maceio,BR,-9.6658,-35.7353,76.44,83,40,3.44,scattered clouds
191,Souillac,MU,-20.5167,57.5167,73.78,78,20,5.75,few clouds
192,Polovinnoye,RU,54.7914,65.9864,41.04,82,42,10.33,scattered clouds
193,Lianran,CN,24.9227,102.485,55.94,93,100,2.21,overcast clouds
194,Faya,SA,18.3851,42.4509,69.91,28,0,0.74,clear sky
195,Te Anau,NZ,-45.4167,167.7167,41.47,86,12,0.58,few clouds
196,Andenes,NO,69.3143,16.1194,44.58,93,75,0.0,broken clouds
197,Maunabo,PR,18.0072,-65.8993,82.71,80,96,10.38,overcast clouds
198,Gryazovets,RU,58.88,40.2525,29.39,84,84,7.49,broken clouds
199,Mattru,SL,7.6244,-11.8332,74.35,97,100,3.44,light rain
200,Omsukchan,RU,62.5333,155.8,34.14,97,100,8.59,overcast clouds
201,Hami,CN,42.8,93.45,77.7,20,66,9.8,broken clouds
202,Uttaradit,TH,17.6667,100.5,70.81,98,97,1.72,overcast clouds
203,Acarau,BR,-2.8856,-40.12,76.95,87,23,7.81,few clouds
204,Tigil,RU,57.8,158.6667,55.11,52,33,6.62,scattered clouds
205,Hervey Bay,AU,-25.2986,152.8535,71.35,69,98,21.05,overcast clouds
206,Luderitz,NA,-26.6481,15.1594,59.83,58,17,6.49,few clouds
207,San,ML,13.3034,-4.8956,86.95,43,88,4.72,light rain
208,Tuy Hoa,VN,13.0833,109.3,78.1,81,100,10.25,overcast clouds
209,Ust-Nera,RU,64.5667,143.2,39.67,79,100,5.5,overcast clouds
210,Narsaq,GL,60.9167,-46.05,39.42,97,98,6.8,overcast clouds
211,Lorengau,PG,-2.0226,147.2712,85.53,64,98,13.18,overcast clouds
212,Flinders,AU,-34.5833,150.8552,56.17,92,99,4.0,light rain
213,Manbij,SY,36.5281,37.9549,59.7,74,5,22.59,clear sky
214,Chicama,PE,-7.8447,-79.1469,63.14,75,14,6.71,few clouds
215,Carauari,BR,-4.8828,-66.8958,73.36,96,69,0.89,broken clouds
216,Aransas Pass,US,27.9095,-97.15,86.0,72,0,13.8,clear sky
217,Westport,US,41.1415,-73.3579,91.62,64,0,14.97,clear sky
218,Vysokogornyy,RU,50.1167,139.15,46.85,74,92,2.82,overcast clouds
219,Coquimbo,CL,-29.9533,-71.3436,58.73,82,0,13.8,clear sky
220,Nova Cruz,BR,-6.4781,-35.4339,72.86,92,4,9.69,clear sky
221,Yumen,CN,40.2833,97.2,61.48,39,18,15.5,few clouds
222,Pevek,RU,69.7008,170.3133,35.47,90,44,9.46,scattered clouds
223,Kodiak,US,57.79,-152.4072,47.71,76,100,17.27,overcast clouds
224,Lakes Entrance,AU,-37.8811,147.981,49.42,78,3,3.56,clear sky
225,Leshukonskoye,RU,64.8989,45.7622,29.05,76,100,13.02,overcast clouds
226,Victoria,HK,22.2855,114.1577,75.96,93,96,18.01,overcast clouds
227,Puerto Escondido,MX,15.85,-97.0667,86.83,66,0,8.05,clear sky
228,Healdsburg,US,38.6105,-122.8692,91.09,22,0,11.5,clear sky
229,Xuddur,SO,4.1213,43.8894,75.58,71,99,17.94,overcast clouds
230,Stokmarknes,NO,68.5646,14.9108,46.38,93,100,4.61,overcast clouds
231,Muisne,EC,0.6,-80.0333,78.21,88,99,9.91,overcast clouds
232,Ballina,AU,-28.8667,153.5667,59.77,82,54,11.77,moderate rain
233,Vizianagaram,IN,18.1167,83.4167,81.86,71,42,4.07,scattered clouds
234,Biaora,IN,23.8667,76.9167,82.98,63,17,15.32,few clouds
235,Poya,NC,-21.35,165.15,81.23,70,2,9.69,clear sky
236,Shangrao,CN,28.4532,117.9686,64.83,99,100,2.15,light rain
237,Kruisfontein,ZA,-34.0033,24.7314,54.05,80,98,2.35,overcast clouds
238,Grand Gaube,MU,-20.0064,57.6608,73.8,77,4,5.01,clear sky
239,Seguela,CI,7.9611,-6.6731,70.07,97,99,3.2,overcast clouds
240,Evensk,RU,61.95,159.2333,40.23,83,100,3.22,overcast clouds
241,Phatthalung,TH,7.5,100.0833,78.58,87,100,4.65,moderate rain
242,Netarhat,IN,23.4833,84.2667,68.29,53,5,5.64,clear sky
243,Tual,ID,-5.6667,132.75,83.1,75,27,17.92,scattered clouds
244,Prieska,ZA,-29.6641,22.7474,55.38,57,11,3.69,few clouds
245,Springfield,US,37.2153,-93.2982,60.66,58,100,13.8,overcast clouds
246,Gat,IL,31.61,34.7642,66.4,100,0,10.13,clear sky
247,Tommot,RU,58.9564,126.2925,48.09,78,71,2.68,broken clouds
248,Tubuala,PA,9.5167,-79.0333,82.24,80,38,7.29,scattered clouds
249,Mar Del Plata,AR,-38.0023,-57.5575,58.95,61,0,4.61,clear sky
250,Feldkirchen An Der Donau,AT,48.3452,14.0513,60.78,65,100,5.75,overcast clouds
251,Leningradskiy,RU,69.3833,178.4167,36.27,95,100,4.9,overcast clouds
252,Port Hardy,CA,50.6996,-127.4199,55.58,76,100,8.05,overcast clouds
253,Nome,US,64.5011,-165.4064,69.87,19,0,12.66,clear sky
254,Barabash,RU,43.2,131.4833,64.67,55,34,2.75,scattered clouds
255,Sucre,BO,-19.0333,-65.2627,54.99,51,1,4.03,clear sky
256,Hurghada,EG,27.2574,33.8129,77.04,23,0,18.41,clear sky
257,Saint-Joseph,RE,-21.3667,55.6167,66.58,73,26,11.23,scattered clouds
258,Sinnamary,GF,5.3833,-52.95,76.64,89,97,5.55,overcast clouds
259,Namtsy,RU,62.7161,129.6658,48.87,78,96,1.03,light rain
260,Mayo,US,38.8876,-76.5119,83.28,71,75,13.8,broken clouds
261,West Bay,KY,19.3667,-81.4167,85.06,78,20,10.36,haze
262,Mahibadhoo,MV,3.7833,72.9667,83.03,76,75,13.33,broken clouds
263,Longyearbyen,SJ,78.2186,15.6401,27.41,95,70,2.77,broken clouds
264,Kieta,PG,-6.2167,155.6333,84.49,64,41,2.26,scattered clouds
265,Shillong,IN,25.5689,91.8831,59.47,93,96,2.42,overcast clouds
266,Lagoa,PT,39.05,-27.9833,61.68,93,100,10.96,light rain
267,Pangody,RU,65.85,74.4859,45.03,86,62,21.32,broken clouds
268,Krasnyy Luch,UA,48.1395,38.9371,47.89,91,32,9.64,scattered clouds
269,Ercis,TR,39.0287,43.3586,52.43,66,45,4.54,scattered clouds
270,Arraial Do Cabo,BR,-22.9661,-42.0278,71.46,68,0,10.36,clear sky
271,Sept-Iles,CA,50.2001,-66.3821,53.06,90,100,10.36,heavy intensity rain
272,Bambari,CF,5.768,20.6757,75.72,73,82,3.47,broken clouds
273,Jinchang,CN,38.4953,102.1739,63.66,44,20,2.71,few clouds
